"","GroupCode","Company","AccidentYear","DevelopmentYear","Lag","CumulativeIncurred","CumulativePaid","IBNR","DirectEP","CededEP","NetEP","Single","Reserve1997"
"2490",2623,"Canal Ins Co Grp",1996,2005,10,103,98,4,1696,1072,624,0,485
"2491",2623,"Canal Ins Co Grp",1997,1997,1,191,29,41,1849,1154,695,0,485
"2492",2623,"Canal Ins Co Grp",1997,1998,2,141,66,2,1849,1154,695,0,485
"2493",2623,"Canal Ins Co Grp",1997,1999,3,161,80,33,1849,1154,695,0,485
"2494",2623,"Canal Ins Co Grp",1997,2000,4,286,105,161,1849,1154,695,0,485
"2495",2623,"Canal Ins Co Grp",1997,2001,5,164,113,10,1849,1154,695,0,485
"2496",2623,"Canal Ins Co Grp",1997,2002,6,217,165,17,1849,1154,695,0,485
"2497",2623,"Canal Ins Co Grp",1997,2003,7,190,166,0,1849,1154,695,0,485
"2498",2623,"Canal Ins Co Grp",1997,2004,8,200,181,0,1849,1154,695,0,485
"2499",2623,"Canal Ins Co Grp",1997,2005,9,280,253,9,1849,1154,695,0,485
"2500",2623,"Canal Ins Co Grp",1997,2006,10,273,253,0,1849,1154,695,0,485
"2501",3000,"Horace Mann Grp",1988,1988,1,4294,247,3864,4134,286,3848,0,10116
"2502",3000,"Horace Mann Grp",1988,1989,2,4655,864,3195,4134,286,3848,0,10116
"2503",3000,"Horace Mann Grp",1988,1990,3,4787,1358,2860,4134,286,3848,0,10116
"2504",3000,"Horace Mann Grp",1988,1991,4,3867,1748,1580,4134,286,3848,0,10116
"2505",3000,"Horace Mann Grp",1988,1992,5,3743,2231,1312,4134,286,3848,0,10116
"2506",3000,"Horace Mann Grp",1988,1993,6,3135,2539,500,4134,286,3848,0,10116
"2507",3000,"Horace Mann Grp",1988,1994,7,2970,2650,290,4134,286,3848,0,10116
"2508",3000,"Horace Mann Grp",1988,1995,8,2939,2834,8,4134,286,3848,0,10116
"2509",3000,"Horace Mann Grp",1988,1996,9,3299,3263,4,4134,286,3848,0,10116
"2510",3000,"Horace Mann Grp",1988,1997,10,3254,3269,-30,4134,286,3848,0,10116
"2511",3000,"Horace Mann Grp",1989,1989,1,4935,216,4190,4940,188,4752,0,10116
"2512",3000,"Horace Mann Grp",1989,1990,2,4526,897,2857,4940,188,4752,0,10116
"2513",3000,"Horace Mann Grp",1989,1991,3,4370,1572,2213,4940,188,4752,0,10116
"2514",3000,"Horace Mann Grp",1989,1992,4,5176,2285,2491,4940,188,4752,0,10116
"2515",3000,"Horace Mann Grp",1989,1993,5,5526,3115,2229,4940,188,4752,0,10116
"2516",3000,"Horace Mann Grp",1989,1994,6,4349,3763,453,4940,188,4752,0,10116
"2517",3000,"Horace Mann Grp",1989,1995,7,4125,3956,128,4940,188,4752,0,10116
"2518",3000,"Horace Mann Grp",1989,1996,8,4345,4082,208,4940,188,4752,0,10116
"2519",3000,"Horace Mann Grp",1989,1997,9,4267,4114,131,4940,188,4752,0,10116
"2520",3000,"Horace Mann Grp",1989,1998,10,4189,4197,-25,4940,188,4752,0,10116
"2521",3000,"Horace Mann Grp",1990,1990,1,5101,290,4404,8430,1557,6873,0,10116
"2522",3000,"Horace Mann Grp",1990,1991,2,4989,977,3045,8430,1557,6873,0,10116
"2523",3000,"Horace Mann Grp",1990,1992,3,5308,2002,2781,8430,1557,6873,0,10116
"2524",3000,"Horace Mann Grp",1990,1993,4,5059,2455,2234,8430,1557,6873,0,10116
"2525",3000,"Horace Mann Grp",1990,1994,5,4864,2799,1852,8430,1557,6873,0,10116
"2526",3000,"Horace Mann Grp",1990,1995,6,4105,3169,693,8430,1557,6873,0,10116
"2527",3000,"Horace Mann Grp",1990,1996,7,4194,3956,137,8430,1557,6873,0,10116
"2528",3000,"Horace Mann Grp",1990,1997,8,4358,4157,190,8430,1557,6873,0,10116
"2529",3000,"Horace Mann Grp",1990,1998,9,4297,4214,78,8430,1557,6873,0,10116
"2530",3000,"Horace Mann Grp",1990,1999,10,4290,4280,6,8430,1557,6873,0,10116
"2531",3000,"Horace Mann Grp",1991,1991,1,6961,889,5621,6333,827,5506,0,10116
"2532",3000,"Horace Mann Grp",1991,1992,2,7086,1935,4483,6333,827,5506,0,10116
"2533",3000,"Horace Mann Grp",1991,1993,3,6675,2596,3414,6333,827,5506,0,10116
"2534",3000,"Horace Mann Grp",1991,1994,4,6022,3070,2509,6333,827,5506,0,10116
"2535",3000,"Horace Mann Grp",1991,1995,5,5481,3992,1237,6333,827,5506,0,10116
"2536",3000,"Horace Mann Grp",1991,1996,6,4584,4242,217,6333,827,5506,0,10116
"2537",3000,"Horace Mann Grp",1991,1997,7,4639,4411,152,6333,827,5506,0,10116
"2538",3000,"Horace Mann Grp",1991,1998,8,4638,4494,101,6333,827,5506,0,10116
"2539",3000,"Horace Mann Grp",1991,1999,9,4565,4546,2,6333,827,5506,0,10116
"2540",3000,"Horace Mann Grp",1991,2000,10,4541,4635,-104,6333,827,5506,0,10116
"2541",3000,"Horace Mann Grp",1992,1992,1,7572,499,6573,6421,344,6077,0,10116
"2542",3000,"Horace Mann Grp",1992,1993,2,7572,1570,5377,6421,344,6077,0,10116
"2543",3000,"Horace Mann Grp",1992,1994,3,7260,2619,4092,6421,344,6077,0,10116
"2544",3000,"Horace Mann Grp",1992,1995,4,7179,3350,3428,6421,344,6077,0,10116
"2545",3000,"Horace Mann Grp",1992,1996,5,6068,4026,1745,6421,344,6077,0,10116
"2546",3000,"Horace Mann Grp",1992,1997,6,4820,4860,-202,6421,344,6077,0,10116
"2547",3000,"Horace Mann Grp",1992,1998,7,5321,5137,58,6421,344,6077,0,10116
"2548",3000,"Horace Mann Grp",1992,1999,8,5322,5246,20,6421,344,6077,0,10116
"2549",3000,"Horace Mann Grp",1992,2000,9,5460,5353,-36,6421,344,6077,0,10116
"2550",3000,"Horace Mann Grp",1992,2001,10,5537,5399,25,6421,344,6077,0,10116
"2551",3000,"Horace Mann Grp",1993,1993,1,4383,316,3618,4380,331,4049,0,10116
"2552",3000,"Horace Mann Grp",1993,1994,2,4095,890,2895,4380,331,4049,0,10116
"2553",3000,"Horace Mann Grp",1993,1995,3,4223,1748,2206,4380,331,4049,0,10116
"2554",3000,"Horace Mann Grp",1993,1996,4,3386,2082,1165,4380,331,4049,0,10116
"2555",3000,"Horace Mann Grp",1993,1997,5,2971,2209,659,4380,331,4049,0,10116
"2556",3000,"Horace Mann Grp",1993,1998,6,3010,2375,586,4380,331,4049,0,10116
"2557",3000,"Horace Mann Grp",1993,1999,7,2503,2424,39,4380,331,4049,0,10116
"2558",3000,"Horace Mann Grp",1993,2000,8,2470,2434,1,4380,331,4049,0,10116
"2559",3000,"Horace Mann Grp",1993,2001,9,2515,2463,17,4380,331,4049,0,10116
"2560",3000,"Horace Mann Grp",1993,2002,10,2503,2470,0,4380,331,4049,0,10116
"2561",3000,"Horace Mann Grp",1994,1994,1,580,7,570,637,10,627,0,10116
"2562",3000,"Horace Mann Grp",1994,1995,2,593,29,564,637,10,627,0,10116
"2563",3000,"Horace Mann Grp",1994,1996,3,608,39,569,637,10,627,0,10116
"2564",3000,"Horace Mann Grp",1994,1997,4,285,56,229,637,10,627,0,10116
"2565",3000,"Horace Mann Grp",1994,1998,5,83,58,25,637,10,627,0,10116
"2566",3000,"Horace Mann Grp",1994,1999,6,63,58,5,637,10,627,0,10116
"2567",3000,"Horace Mann Grp",1994,2000,7,63,58,5,637,10,627,0,10116
"2568",3000,"Horace Mann Grp",1994,2001,8,98,58,40,637,10,627,0,10116
"2569",3000,"Horace Mann Grp",1994,2002,9,58,58,0,637,10,627,0,10116
"2570",3000,"Horace Mann Grp",1994,2003,10,58,58,0,637,10,627,0,10116
"2571",3000,"Horace Mann Grp",1995,1995,1,646,9,632,701,8,693,0,10116
"2572",3000,"Horace Mann Grp",1995,1996,2,681,33,646,701,8,693,0,10116
"2573",3000,"Horace Mann Grp",1995,1997,3,387,38,349,701,8,693,0,10116
"2574",3000,"Horace Mann Grp",1995,1998,4,117,46,71,701,8,693,0,10116
"2575",3000,"Horace Mann Grp",1995,1999,5,136,51,85,701,8,693,0,10116
"2576",3000,"Horace Mann Grp",1995,2000,6,66,51,15,701,8,693,0,10116
"2577",3000,"Horace Mann Grp",1995,2001,7,111,51,60,701,8,693,0,10116
"2578",3000,"Horace Mann Grp",1995,2002,8,51,51,0,701,8,693,0,10116
"2579",3000,"Horace Mann Grp",1995,2003,9,414,414,0,701,8,693,0,10116
"2580",3000,"Horace Mann Grp",1995,2004,10,417,415,0,701,8,693,0,10116
"2581",3000,"Horace Mann Grp",1996,1996,1,3135,72,2882,3074,745,2329,0,10116
"2582",3000,"Horace Mann Grp",1996,1997,2,2553,577,1671,3074,745,2329,0,10116
"2583",3000,"Horace Mann Grp",1996,1998,3,1877,1136,405,3074,745,2329,0,10116
"2584",3000,"Horace Mann Grp",1996,1999,4,2023,1427,294,3074,745,2329,0,10116
"2585",3000,"Horace Mann Grp",1996,2000,5,1824,1646,0,3074,745,2329,0,10116
"2586",3000,"Horace Mann Grp",1996,2001,6,2299,1751,334,3074,745,2329,0,10116
"2587",3000,"Horace Mann Grp",1996,2002,7,2057,1828,43,3074,745,2329,0,10116
"2588",3000,"Horace Mann Grp",1996,2003,8,2098,1885,160,3074,745,2329,0,10116
"2589",3000,"Horace Mann Grp",1996,2004,9,1997,1948,-5,3074,745,2329,0,10116
"2590",3000,"Horace Mann Grp",1996,2005,10,2100,2070,19,3074,745,2329,0,10116
"2591",3000,"Horace Mann Grp",1997,1997,1,5840,281,5175,7938,1298,6640,0,10116
"2592",3000,"Horace Mann Grp",1997,1998,2,4638,1384,2679,7938,1298,6640,0,10116
"2593",3000,"Horace Mann Grp",1997,1999,3,4179,2569,1205,7938,1298,6640,0,10116
"2594",3000,"Horace Mann Grp",1997,2000,4,3228,2993,5,7938,1298,6640,0,10116
"2595",3000,"Horace Mann Grp",1997,2001,5,4788,3733,350,7938,1298,6640,0,10116
"2596",3000,"Horace Mann Grp",1997,2002,6,4857,4584,223,7938,1298,6640,0,10116
"2597",3000,"Horace Mann Grp",1997,2003,7,5113,4777,190,7938,1298,6640,0,10116
"2598",3000,"Horace Mann Grp",1997,2004,8,5041,5013,12,7938,1298,6640,0,10116
"2599",3000,"Horace Mann Grp",1997,2005,9,5110,5039,71,7938,1298,6640,0,10116
"2600",3000,"Horace Mann Grp",1997,2006,10,5109,5068,11,7938,1298,6640,0,10116
"2601",3085,"Philadelphia CBSP Grp",1988,1988,1,0,0,0,17,0,17,0,515
"2602",3085,"Philadelphia CBSP Grp",1988,1989,2,0,1,0,17,0,17,0,515
"2603",3085,"Philadelphia CBSP Grp",1988,1990,3,0,0,0,17,0,17,0,515
"2604",3085,"Philadelphia CBSP Grp",1988,1991,4,0,0,0,17,0,17,0,515
"2605",3085,"Philadelphia CBSP Grp",1988,1992,5,0,0,0,17,0,17,0,515
"2606",3085,"Philadelphia CBSP Grp",1988,1993,6,0,0,0,17,0,17,0,515
"2607",3085,"Philadelphia CBSP Grp",1988,1994,7,0,0,0,17,0,17,0,515
"2608",3085,"Philadelphia CBSP Grp",1988,1995,8,0,0,0,17,0,17,0,515
"2609",3085,"Philadelphia CBSP Grp",1988,1996,9,0,0,0,17,0,17,0,515
"2610",3085,"Philadelphia CBSP Grp",1988,1997,10,0,0,0,17,0,17,0,515
"2611",3085,"Philadelphia CBSP Grp",1989,1989,1,0,1,0,41,12,30,0,515
"2612",3085,"Philadelphia CBSP Grp",1989,1990,2,0,0,0,41,12,30,0,515
"2613",3085,"Philadelphia CBSP Grp",1989,1991,3,0,0,0,41,12,30,0,515
"2614",3085,"Philadelphia CBSP Grp",1989,1992,4,0,0,0,41,12,30,0,515
"2615",3085,"Philadelphia CBSP Grp",1989,1993,5,0,0,0,41,12,30,0,515
"2616",3085,"Philadelphia CBSP Grp",1989,1994,6,0,0,0,41,12,30,0,515
"2617",3085,"Philadelphia CBSP Grp",1989,1995,7,0,0,0,41,12,30,0,515
"2618",3085,"Philadelphia CBSP Grp",1989,1996,8,0,0,0,41,12,30,0,515
"2619",3085,"Philadelphia CBSP Grp",1989,1997,9,0,0,0,41,12,30,0,515
"2620",3085,"Philadelphia CBSP Grp",1989,1998,10,0,0,0,41,12,30,0,515
"2621",3085,"Philadelphia CBSP Grp",1990,1990,1,0,0,0,94,58,36,0,515
"2622",3085,"Philadelphia CBSP Grp",1990,1991,2,0,0,0,94,58,36,0,515
"2623",3085,"Philadelphia CBSP Grp",1990,1992,3,0,0,0,94,58,36,0,515
"2624",3085,"Philadelphia CBSP Grp",1990,1993,4,0,0,0,94,58,36,0,515
"2625",3085,"Philadelphia CBSP Grp",1990,1994,5,0,0,0,94,58,36,0,515
"2626",3085,"Philadelphia CBSP Grp",1990,1995,6,0,0,0,94,58,36,0,515
"2627",3085,"Philadelphia CBSP Grp",1990,1996,7,0,0,0,94,58,36,0,515
"2628",3085,"Philadelphia CBSP Grp",1990,1997,8,0,0,0,94,58,36,0,515
"2629",3085,"Philadelphia CBSP Grp",1990,1998,9,0,0,0,94,58,36,0,515
"2630",3085,"Philadelphia CBSP Grp",1990,1999,10,0,0,0,94,58,36,0,515
"2631",3085,"Philadelphia CBSP Grp",1991,1991,1,67,3,0,145,86,59,0,515
"2632",3085,"Philadelphia CBSP Grp",1991,1992,2,58,14,0,145,86,59,0,515
"2633",3085,"Philadelphia CBSP Grp",1991,1993,3,63,28,35,145,86,59,0,515
"2634",3085,"Philadelphia CBSP Grp",1991,1994,4,36,29,7,145,86,59,0,515
"2635",3085,"Philadelphia CBSP Grp",1991,1995,5,35,32,0,145,86,59,0,515
"2636",3085,"Philadelphia CBSP Grp",1991,1996,6,44,34,0,145,86,59,0,515
"2637",3085,"Philadelphia CBSP Grp",1991,1997,7,48,38,0,145,86,59,0,515
"2638",3085,"Philadelphia CBSP Grp",1991,1998,8,41,41,0,145,86,59,0,515
"2639",3085,"Philadelphia CBSP Grp",1991,1999,9,41,41,0,145,86,59,0,515
"2640",3085,"Philadelphia CBSP Grp",1991,2000,10,41,41,0,145,86,59,0,515
"2641",3085,"Philadelphia CBSP Grp",1992,1992,1,62,9,0,223,153,69,0,515
"2642",3085,"Philadelphia CBSP Grp",1992,1993,2,61,20,25,223,153,69,0,515
"2643",3085,"Philadelphia CBSP Grp",1992,1994,3,65,49,16,223,153,69,0,515
"2644",3085,"Philadelphia CBSP Grp",1992,1995,4,51,49,1,223,153,69,0,515
"2645",3085,"Philadelphia CBSP Grp",1992,1996,5,50,49,0,223,153,69,0,515
"2646",3085,"Philadelphia CBSP Grp",1992,1997,6,54,53,0,223,153,69,0,515
"2647",3085,"Philadelphia CBSP Grp",1992,1998,7,54,53,0,223,153,69,0,515
"2648",3085,"Philadelphia CBSP Grp",1992,1999,8,54,53,0,223,153,69,0,515
"2649",3085,"Philadelphia CBSP Grp",1992,2000,9,53,53,0,223,153,69,0,515
"2650",3085,"Philadelphia CBSP Grp",1992,2001,10,58,58,0,223,153,69,0,515
"2651",3085,"Philadelphia CBSP Grp",1993,1993,1,129,6,70,435,262,173,0,515
"2652",3085,"Philadelphia CBSP Grp",1993,1994,2,141,36,19,435,262,173,0,515
"2653",3085,"Philadelphia CBSP Grp",1993,1995,3,119,79,15,435,262,173,0,515
"2654",3085,"Philadelphia CBSP Grp",1993,1996,4,109,93,1,435,262,173,0,515
"2655",3085,"Philadelphia CBSP Grp",1993,1997,5,93,93,0,435,262,173,0,515
"2656",3085,"Philadelphia CBSP Grp",1993,1998,6,93,93,0,435,262,173,0,515
"2657",3085,"Philadelphia CBSP Grp",1993,1999,7,93,93,0,435,262,173,0,515
"2658",3085,"Philadelphia CBSP Grp",1993,2000,8,93,93,0,435,262,173,0,515
"2659",3085,"Philadelphia CBSP Grp",1993,2001,9,93,93,0,435,262,173,0,515
"2660",3085,"Philadelphia CBSP Grp",1993,2002,10,93,93,0,435,262,173,0,515
"2661",3085,"Philadelphia CBSP Grp",1994,1994,1,171,13,118,549,324,225,0,515
"2662",3085,"Philadelphia CBSP Grp",1994,1995,2,149,65,18,549,324,225,0,515
"2663",3085,"Philadelphia CBSP Grp",1994,1996,3,253,138,15,549,324,225,0,515
"2664",3085,"Philadelphia CBSP Grp",1994,1997,4,204,189,5,549,324,225,0,515
"2665",3085,"Philadelphia CBSP Grp",1994,1998,5,191,191,0,549,324,225,0,515
"2666",3085,"Philadelphia CBSP Grp",1994,1999,6,194,194,0,549,324,225,0,515
"2667",3085,"Philadelphia CBSP Grp",1994,2000,7,194,194,0,549,324,225,0,515
"2668",3085,"Philadelphia CBSP Grp",1994,2001,8,194,194,0,549,324,225,0,515
"2669",3085,"Philadelphia CBSP Grp",1994,2002,9,194,194,0,549,324,225,0,515
"2670",3085,"Philadelphia CBSP Grp",1994,2003,10,194,194,0,549,324,225,0,515
"2671",3085,"Philadelphia CBSP Grp",1995,1995,1,173,8,126,666,379,287,0,515
"2672",3085,"Philadelphia CBSP Grp",1995,1996,2,218,79,18,666,379,287,0,515
"2673",3085,"Philadelphia CBSP Grp",1995,1997,3,314,216,30,666,379,287,0,515
"2674",3085,"Philadelphia CBSP Grp",1995,1998,4,246,231,5,666,379,287,0,515
"2675",3085,"Philadelphia CBSP Grp",1995,1999,5,251,251,0,666,379,287,0,515
"2676",3085,"Philadelphia CBSP Grp",1995,2000,6,251,251,0,666,379,287,0,515
"2677",3085,"Philadelphia CBSP Grp",1995,2001,7,251,251,0,666,379,287,0,515
"2678",3085,"Philadelphia CBSP Grp",1995,2002,8,251,251,0,666,379,287,0,515
"2679",3085,"Philadelphia CBSP Grp",1995,2003,9,251,251,0,666,379,287,0,515
"2680",3085,"Philadelphia CBSP Grp",1995,2004,10,251,251,0,666,379,287,0,515
"2681",3085,"Philadelphia CBSP Grp",1996,1996,1,259,47,126,762,415,347,0,515
"2682",3085,"Philadelphia CBSP Grp",1996,1997,2,213,54,50,762,415,347,0,515
"2683",3085,"Philadelphia CBSP Grp",1996,1998,3,207,110,30,762,415,347,0,515
"2684",3085,"Philadelphia CBSP Grp",1996,1999,4,153,148,0,762,415,347,0,515
"2685",3085,"Philadelphia CBSP Grp",1996,2000,5,193,150,0,762,415,347,0,515
"2686",3085,"Philadelphia CBSP Grp",1996,2001,6,181,181,0,762,415,347,0,515
"2687",3085,"Philadelphia CBSP Grp",1996,2002,7,181,181,0,762,415,347,0,515
"2688",3085,"Philadelphia CBSP Grp",1996,2003,8,181,181,0,762,415,347,0,515
"2689",3085,"Philadelphia CBSP Grp",1996,2004,9,181,181,0,762,415,347,0,515
"2690",3085,"Philadelphia CBSP Grp",1996,2005,10,181,181,0,762,415,347,0,515
"2691",3085,"Philadelphia CBSP Grp",1997,1997,1,353,120,75,864,437,427,0,515
"2692",3085,"Philadelphia CBSP Grp",1997,1998,2,372,127,50,864,437,427,0,515
"2693",3085,"Philadelphia CBSP Grp",1997,1999,3,520,166,0,864,437,427,0,515
"2694",3085,"Philadelphia CBSP Grp",1997,2000,4,662,376,0,864,437,427,0,515
"2695",3085,"Philadelphia CBSP Grp",1997,2001,5,704,538,0,864,437,427,0,515
"2696",3085,"Philadelphia CBSP Grp",1997,2002,6,704,604,0,864,437,427,0,515
"2697",3085,"Philadelphia CBSP Grp",1997,2003,7,678,678,0,864,437,427,0,515
"2698",3085,"Philadelphia CBSP Grp",1997,2004,8,678,678,0,864,437,427,0,515
"2699",3085,"Philadelphia CBSP Grp",1997,2005,9,678,678,0,864,437,427,0,515
"2700",3085,"Philadelphia CBSP Grp",1997,2006,10,678,678,0,864,437,427,0,515
"2701",3131,"Aegis Grp",1988,1988,1,0,0,0,0,0,0,0,7
"2702",3131,"Aegis Grp",1988,1989,2,0,0,0,0,0,0,0,7
"2703",3131,"Aegis Grp",1988,1990,3,0,0,0,0,0,0,0,7
"2704",3131,"Aegis Grp",1988,1991,4,0,0,0,0,0,0,0,7
"2705",3131,"Aegis Grp",1988,1992,5,0,0,0,0,0,0,0,7
"2706",3131,"Aegis Grp",1988,1993,6,0,0,0,0,0,0,0,7
"2707",3131,"Aegis Grp",1988,1994,7,0,0,0,0,0,0,0,7
"2708",3131,"Aegis Grp",1988,1995,8,0,0,0,0,0,0,0,7
"2709",3131,"Aegis Grp",1988,1996,9,0,0,0,0,0,0,0,7
"2710",3131,"Aegis Grp",1988,1997,10,0,0,0,0,0,0,0,7
"2711",3131,"Aegis Grp",1989,1989,1,0,0,0,0,0,0,0,7
"2712",3131,"Aegis Grp",1989,1990,2,0,0,0,0,0,0,0,7
"2713",3131,"Aegis Grp",1989,1991,3,0,0,0,0,0,0,0,7
"2714",3131,"Aegis Grp",1989,1992,4,0,0,0,0,0,0,0,7
"2715",3131,"Aegis Grp",1989,1993,5,0,0,0,0,0,0,0,7
"2716",3131,"Aegis Grp",1989,1994,6,0,0,0,0,0,0,0,7
"2717",3131,"Aegis Grp",1989,1995,7,0,0,0,0,0,0,0,7
"2718",3131,"Aegis Grp",1989,1996,8,0,0,0,0,0,0,0,7
"2719",3131,"Aegis Grp",1989,1997,9,0,0,0,0,0,0,0,7
"2720",3131,"Aegis Grp",1989,1998,10,0,0,0,0,0,0,0,7
"2721",3131,"Aegis Grp",1990,1990,1,0,0,0,0,0,0,0,7
"2722",3131,"Aegis Grp",1990,1991,2,0,0,0,0,0,0,0,7
"2723",3131,"Aegis Grp",1990,1992,3,0,0,0,0,0,0,0,7
"2724",3131,"Aegis Grp",1990,1993,4,0,0,0,0,0,0,0,7
"2725",3131,"Aegis Grp",1990,1994,5,0,0,0,0,0,0,0,7
"2726",3131,"Aegis Grp",1990,1995,6,0,0,0,0,0,0,0,7
"2727",3131,"Aegis Grp",1990,1996,7,0,0,0,0,0,0,0,7
"2728",3131,"Aegis Grp",1990,1997,8,0,0,0,0,0,0,0,7
"2729",3131,"Aegis Grp",1990,1998,9,0,0,0,0,0,0,0,7
"2730",3131,"Aegis Grp",1990,1999,10,0,0,0,0,0,0,0,7
"2731",3131,"Aegis Grp",1991,1991,1,0,0,0,0,0,0,0,7
"2732",3131,"Aegis Grp",1991,1992,2,0,0,0,0,0,0,0,7
"2733",3131,"Aegis Grp",1991,1993,3,0,0,0,0,0,0,0,7
"2734",3131,"Aegis Grp",1991,1994,4,0,0,0,0,0,0,0,7
"2735",3131,"Aegis Grp",1991,1995,5,0,0,0,0,0,0,0,7
"2736",3131,"Aegis Grp",1991,1996,6,0,0,0,0,0,0,0,7
"2737",3131,"Aegis Grp",1991,1997,7,0,0,0,0,0,0,0,7
"2738",3131,"Aegis Grp",1991,1998,8,0,0,0,0,0,0,0,7
"2739",3131,"Aegis Grp",1991,1999,9,0,0,0,0,0,0,0,7
"2740",3131,"Aegis Grp",1991,2000,10,0,0,0,0,0,0,0,7
"2741",3131,"Aegis Grp",1992,1992,1,0,0,0,0,0,0,0,7
"2742",3131,"Aegis Grp",1992,1993,2,0,0,0,0,0,0,0,7
"2743",3131,"Aegis Grp",1992,1994,3,0,0,0,0,0,0,0,7
"2744",3131,"Aegis Grp",1992,1995,4,0,0,0,0,0,0,0,7
"2745",3131,"Aegis Grp",1992,1996,5,0,0,0,0,0,0,0,7
"2746",3131,"Aegis Grp",1992,1997,6,0,0,0,0,0,0,0,7
"2747",3131,"Aegis Grp",1992,1998,7,0,0,0,0,0,0,0,7
"2748",3131,"Aegis Grp",1992,1999,8,0,0,0,0,0,0,0,7
"2749",3131,"Aegis Grp",1992,2000,9,0,0,0,0,0,0,0,7
"2750",3131,"Aegis Grp",1992,2001,10,0,0,0,0,0,0,0,7
"2751",3131,"Aegis Grp",1993,1993,1,0,0,0,0,0,0,0,7
"2752",3131,"Aegis Grp",1993,1994,2,0,0,0,0,0,0,0,7
"2753",3131,"Aegis Grp",1993,1995,3,0,0,0,0,0,0,0,7
"2754",3131,"Aegis Grp",1993,1996,4,0,0,0,0,0,0,0,7
"2755",3131,"Aegis Grp",1993,1997,5,0,0,0,0,0,0,0,7
"2756",3131,"Aegis Grp",1993,1998,6,0,0,0,0,0,0,0,7
"2757",3131,"Aegis Grp",1993,1999,7,0,0,0,0,0,0,0,7
"2758",3131,"Aegis Grp",1993,2000,8,0,0,0,0,0,0,0,7
"2759",3131,"Aegis Grp",1993,2001,9,0,0,0,0,0,0,0,7
"2760",3131,"Aegis Grp",1993,2002,10,0,0,0,0,0,0,0,7
"2761",3131,"Aegis Grp",1994,1994,1,0,0,0,0,0,0,0,7
"2762",3131,"Aegis Grp",1994,1995,2,0,0,0,0,0,0,0,7
"2763",3131,"Aegis Grp",1994,1996,3,0,0,0,0,0,0,0,7
"2764",3131,"Aegis Grp",1994,1997,4,0,0,0,0,0,0,0,7
"2765",3131,"Aegis Grp",1994,1998,5,0,0,0,0,0,0,0,7
"2766",3131,"Aegis Grp",1994,1999,6,0,0,0,0,0,0,0,7
"2767",3131,"Aegis Grp",1994,2000,7,0,0,0,0,0,0,0,7
"2768",3131,"Aegis Grp",1994,2001,8,0,0,0,0,0,0,0,7
"2769",3131,"Aegis Grp",1994,2002,9,0,0,0,0,0,0,0,7
"2770",3131,"Aegis Grp",1994,2003,10,0,0,0,0,0,0,0,7
"2771",3131,"Aegis Grp",1995,1995,1,0,0,0,0,0,0,0,7
"2772",3131,"Aegis Grp",1995,1996,2,0,0,0,0,0,0,0,7
"2773",3131,"Aegis Grp",1995,1997,3,0,0,0,0,0,0,0,7
"2774",3131,"Aegis Grp",1995,1998,4,0,0,0,0,0,0,0,7
"2775",3131,"Aegis Grp",1995,1999,5,0,0,0,0,0,0,0,7
"2776",3131,"Aegis Grp",1995,2000,6,0,0,0,0,0,0,0,7
"2777",3131,"Aegis Grp",1995,2001,7,0,0,0,0,0,0,0,7
"2778",3131,"Aegis Grp",1995,2002,8,0,0,0,0,0,0,0,7
"2779",3131,"Aegis Grp",1995,2003,9,0,0,0,0,0,0,0,7
"2780",3131,"Aegis Grp",1995,2004,10,0,0,0,0,0,0,0,7
"2781",3131,"Aegis Grp",1996,1996,1,0,0,0,0,0,0,0,7
"2782",3131,"Aegis Grp",1996,1997,2,0,0,0,0,0,0,0,7
"2783",3131,"Aegis Grp",1996,1998,3,0,0,0,0,0,0,0,7
"2784",3131,"Aegis Grp",1996,1999,4,0,0,0,0,0,0,0,7
"2785",3131,"Aegis Grp",1996,2000,5,0,0,0,0,0,0,0,7
"2786",3131,"Aegis Grp",1996,2001,6,0,0,0,0,0,0,0,7
"2787",3131,"Aegis Grp",1996,2002,7,0,0,0,0,0,0,0,7
"2788",3131,"Aegis Grp",1996,2003,8,0,0,0,0,0,0,0,7
"2789",3131,"Aegis Grp",1996,2004,9,0,0,0,0,0,0,0,7
"2790",3131,"Aegis Grp",1996,2005,10,0,0,0,0,0,0,0,7
"2791",3131,"Aegis Grp",1997,1997,1,8,0,8,8,0,8,0,7
"2792",3131,"Aegis Grp",1997,1998,2,7,0,7,8,0,8,0,7
"2793",3131,"Aegis Grp",1997,1999,3,5,0,5,8,0,8,0,7
"2794",3131,"Aegis Grp",1997,2000,4,0,0,0,8,0,8,0,7
"2795",3131,"Aegis Grp",1997,2001,5,0,0,0,8,0,8,0,7
"2796",3131,"Aegis Grp",1997,2002,6,0,0,0,8,0,8,0,7
"2797",3131,"Aegis Grp",1997,2003,7,0,0,0,8,0,8,0,7
"2798",3131,"Aegis Grp",1997,2004,8,0,0,0,8,0,8,0,7
"2799",3131,"Aegis Grp",1997,2005,9,0,0,0,8,0,8,0,7
"2800",3131,"Aegis Grp",1997,2006,10,0,0,0,8,0,8,0,7
"2801",3240,"NC Farm Bureau Ins Grp",1988,1988,1,888,363,302,3327,361,2966,0,5926
"2802",3240,"NC Farm Bureau Ins Grp",1988,1989,2,802,548,0,3327,361,2966,0,5926
